COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,RADIUS RATIO,PR.AXIS ASPECT RATIO,MAX.LENGTH ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,PR.AXIS RECTANGULARITY,MAX.LENGTH RECTANGULARITY,SCALED VARIANCE ALONG MAJOR AXIS,SCALED VARIANCE ALONG MINOR AXIS,SCALED RADIUS OF GYRATION,SKEWNESS ABOUT MAJOR AXIS,SKEWNESS ABOUT MINOR AXIS,KURTOSIS ABOUT MINOR AXIS,KURTOSIS ABOUT MAJOR AXIS,HOLLOWS RATIO,class
0.7983193277310925,0.8135593220338984,0.7410714285714286,0.5345345345345346,0.5217391304347826,0.18181818181818182,0.6113207547169811,0.6885245901639344,0.6896551724137931,0.8457446808510638,0.55,0.37229862475442044,0.6865671641791045,0.5185185185185185,0.2727272727272727,0.3902439024390244,0.9077669902912622,0.933649289099526,3
0.7647058823529411,0.6949152542372882,0.75,0.42342342342342343,0.41304347826086957,0.16363636363636364,0.5622641509433962,0.7377049180327869,0.6551724137931034,0.7606382978723404,0.53125,0.3241650294695481,0.5895522388059702,0.5333333333333333,0.4090909090909091,0.34146341463414637,0.9174757281553398,0.943127962085308,3
0.8739495798319328,0.847457627118644,0.9464285714285714,0.6276276276276276,0.4782608695652174,0.18181818181818182,0.7811320754716982,0.5245901639344263,0.7931034482758621,0.8404255319148937,0.696875,0.6237721021611002,0.8208955223880597,0.5407407407407407,0.6363636363636364,0.21951219512195122,0.912621359223301,0.9289099526066351,2
0.7815126050420168,0.6949152542372882,0.7321428571428571,0.4774774774774775,0.45652173913043476,0.16363636363636364,0.5433962264150943,0.7540983606557377,0.6551724137931034,0.7606382978723404,0.5,0.30353634577603145,0.47388059701492535,0.4666666666666667,0.2727272727272727,0.24390243902439024,0.9660194174757282,0.981042654028436,3
0.7142857142857143,0.7457627118644068,0.625,0.6156156156156156,0.7463768115942029,0.9454545454545454,0.5622641509433962,0.7377049180327869,0.6551724137931034,0.7659574468085106,0.753125,0.3192534381139489,0.7014925373134329,0.9407407407407408,0.4090909090909091,0.2682926829268293,0.8737864077669902,0.8672985781990521,0
0.8991596638655462,0.9661016949152542,0.9464285714285714,0.5165165165165165,0.36231884057971014,0.10909090909090909,0.9622641509433962,0.4262295081967213,0.9655172413793104,0.898936170212766,0.875,0.9400785854616895,0.9850746268656716,0.6296296296296297,0.22727272727272727,0.21951219512195122,0.8786407766990292,0.8672985781990521,0
0.8151260504201681,0.7288135593220338,0.6517857142857143,0.5195195195195195,0.47101449275362317,0.10909090909090909,0.5773584905660377,0.6885245901639344,0.6551724137931034,0.7606382978723404,0.55,0.35461689587426326,0.6417910447761194,0.4888888888888889,0.5909090909090909,0.024390243902439025,0.970873786407767,0.966824644549763,0
0.7563025210084033,0.7288135593220338,0.5892857142857143,0.47147147147147145,0.47101449275362317,0.16363636363636364,0.5169811320754717,0.7868852459016393,0.6206896551724138,0.776595744680851,0.50625,0.27603143418467585,0.6119402985074627,0.4962962962962963,0.13636363636363635,0.07317073170731707,0.9368932038834952,0.957345971563981,3
0.7226890756302521,0.576271186440678,0.5535714285714286,0.42042042042042044,0.4420289855072464,0.12727272727272726,0.46037735849056605,0.8852459016393442,0.5862068965517241,0.675531914893617,0.440625,0.21905697445972494,0.417910447761194,0.4740740740740741,0.09090909090909091,0.34146341463414637,0.970873786407767,0.985781990521327,3
0.7815126050420168,0.7457627118644068,0.875,0.5915915915915916,0.4492753623188406,0.2,0.690566037735849,0.5901639344262295,0.7586206896551724,0.776595744680851,0.63125,0.4960707269155206,0.5671641791044776,0.4740740740740741,0.18181818181818182,0.34146341463414637,0.9466019417475728,0.966824644549763,2
0.7226890756302521,0.6101694915254238,0.625,0.4294294294294294,0.4420289855072464,0.16363636363636364,0.5018867924528302,0.819672131147541,0.6206896551724138,0.6914893617021277,0.478125,0.26129666011787817,0.47388059701492535,0.4888888888888889,0.09090909090909091,0.24390243902439024,0.941747572815534,0.957345971563981,3
0.7563025210084033,0.576271186440678,0.5892857142857143,0.4084084084084084,0.39855072463768115,0.10909090909090909,0.4641509433962264,0.8852459016393442,0.5862068965517241,0.6276595744680851,0.4625,0.2200392927308448,0.44029850746268656,0.48148148148148145,0.22727272727272727,0.6341463414634146,0.9514563106796117,0.957345971563981,2
0.7394957983193278,0.7796610169491526,0.6607142857142857,0.5135135135135135,0.4927536231884058,0.10909090909090909,0.5735849056603773,0.7049180327868853,0.6551724137931034,0.7872340425531915,0.5625,0.3428290766208251,0.7164179104477612,0.5259259259259259,0.22727272727272727,0.2682926829268293,0.9174757281553398,0.9241706161137441,0
0.7478991596638656,0.711864406779661,0.7589285714285714,0.43243243243243246,0.42028985507246375,0.18181818181818182,0.5735849056603773,0.7213114754098361,0.6551724137931034,0.7659574468085106,0.540625,0.3388998035363458,0.6007462686567164,0.5333333333333333,0.36363636363636365,0.3170731707317073,0.9077669902912622,0.933649289099526,3
0.7899159663865546,0.8305084745762712,0.7053571428571429,0.6096096096096096,0.5144927536231884,0.09090909090909091,0.6566037735849056,0.6065573770491803,0.7241379310344828,0.8191489361702128,0.6125,0.4567779960707269,0.7686567164179104,0.5259259259259259,0.2727272727272727,0.04878048780487805,0.9563106796116505,0.943127962085308,0
0.8067226890756303,0.9322033898305084,0.9196428571428571,0.6036036036036037,0.47101449275362317,0.16363636363636364,0.769811320754717,0.5245901639344263,0.7931034482758621,0.8829787234042553,0.709375,0.6129666011787819,0.917910447761194,0.5481481481481482,0.2727272727272727,0.04878048780487805,0.9029126213592233,0.919431279620853,1
0.7478991596638656,0.6101694915254238,0.45535714285714285,0.32732732732732733,0.37681159420289856,0.10909090909090909,0.44528301886792454,0.9344262295081968,0.5862068965517241,0.6861702127659575,0.428125,0.20235756385068762,0.4664179104477612,0.5925925925925926,0.09090909090909091,0.34146341463414637,0.8786407766990292,0.8767772511848341,3
0.8319327731092437,0.6949152542372882,0.6875,0.5915915915915916,0.5,0.10909090909090909,0.6679245283018868,0.5901639344262295,0.7241379310344828,0.7393617021276596,0.63125,0.4764243614931238,0.5634328358208955,0.5333333333333333,0.18181818181818182,0.24390243902439024,0.9611650485436893,0.943127962085308,0
0.8739495798319328,0.9152542372881356,0.8928571428571429,0.5585585585585585,0.4420289855072464,0.18181818181818182,0.8150943396226416,0.5081967213114754,0.8275862068965517,0.9202127659574468,0.703125,0.6738703339882122,0.8208955223880597,0.5481481481481482,0.22727272727272727,0.2682926829268293,0.8980582524271845,0.9241706161137441,2
0.8487394957983193,0.9491525423728814,0.8928571428571429,0.6456456456456456,0.5,0.18181818181818182,0.7849056603773585,0.5245901639344263,0.8275862068965517,0.898936170212766,0.709375,0.6394891944990176,0.832089552238806,0.5481481481481482,0.2727272727272727,0.12195121951219512,0.9029126213592233,0.9146919431279621,1
0.7058823529411765,0.7966101694915254,0.6696428571428571,0.4594594594594595,0.463768115942029,0.10909090909090909,0.5811320754716981,0.7049180327868853,0.6551724137931034,0.7712765957446809,0.546875,0.3477406679764244,0.6865671641791045,0.5555555555555556,0.0,0.07317073170731707,0.8980582524271845,0.909952606635071,0
0.7058823529411765,0.6271186440677966,0.4732142857142857,0.3633633633633634,0.427536231884058,0.09090909090909091,0.4641509433962264,0.9016393442622951,0.5862068965517241,0.6648936170212766,0.440625,0.21709233791748528,0.4962686567164179,0.6074074074074074,0.3181818181818182,0.024390243902439025,0.8689320388349514,0.8672985781990521,3
0.7899159663865546,0.7288135593220338,0.5714285714285714,0.5195195195195195,0.5,0.12727272727272726,0.5660377358490566,0.7049180327868853,0.6551724137931034,0.7553191489361702,0.528125,0.3379174852652259,0.6604477611940298,0.5037037037037037,0.4090909090909091,0.024390243902439025,0.9660194174757282,0.976303317535545,0
0.7310924369747899,0.6610169491525424,0.625,0.4444444444444444,0.4420289855072464,0.12727272727272726,0.539622641509434,0.7540983606557377,0.6206896551724138,0.723404255319149,0.5125,0.30157170923379173,0.5261194029850746,0.5111111111111111,0.045454545454545456,0.04878048780487805,0.9320388349514563,0.943127962085308,0
0.8319327731092437,0.8983050847457628,0.9375,0.6576576576576577,0.4782608695652174,0.2,0.769811320754717,0.5245901639344263,0.7931034482758621,0.8776595744680851,0.690625,0.611984282907662,0.835820895522388,0.5037037037037037,0.0,0.14634146341463414,0.9271844660194175,0.95260663507109,2
0.7142857142857143,0.7627118644067796,0.7142857142857143,0.4624624624624625,0.463768115942029,0.16363636363636364,0.5547169811320755,0.7377049180327869,0.6551724137931034,0.7872340425531915,0.528125,0.3182711198428291,0.6492537313432836,0.5259259259259259,0.045454545454545456,0.0975609756097561,0.912621359223301,0.943127962085308,3
0.6974789915966386,0.6101694915254238,0.48214285714285715,0.35735735735735735,0.41304347826086957,0.10909090909090909,0.4830188679245283,0.8688524590163934,0.6206896551724138,0.6648936170212766,0.446875,0.2337917485265226,0.5186567164179104,0.6074074074074074,0.2727272727272727,0.07317073170731707,0.8689320388349514,0.8672985781990521,2
