attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_41,attribute_42,attribute_43,attribute_44,attribute_45,attribute_46,attribute_47,attribute_48,attribute_49,attribute_50,attribute_51,attribute_52,attribute_53,attribute_54,attribute_55,attribute_56,attribute_57,attribute_58,attribute_59,attribute_60,class
0.14587892049598833,0.1586147926464301,0.13991500490356323,0.04854596622889306,0.23790523690773066,0.2579126340570233,0.4127111826226871,0.3488017429193899,0.45533099004100763,0.2970728961441036,0.2191500953418687,0.22407932011331447,0.31384097602019356,0.06469408224674023,0.066,0.22757308770524629,0.31,0.2999,0.5078,0.4797,0.5783,0.5071,0.4328,0.555,0.6711,0.6415,0.7104,0.808,0.6791,0.3857,0.13534223879051466,0.27981947130883306,0.5121,0.7823157458277185,0.8537,0.8507,0.7046435716542067,0.6097,0.5014710358121133,0.2951489727869205,0.05669816564758199,0.3436817851079311,0.36531747058062847,0.5483122906467405,0.37546204151265283,0.1900713110257817,0.1903295907279971,0.40221623240491167,0.193336698637052,0.3927272727272727,0.23107569721115537,0.03808180535966149,0.16666666666666666,0.45170454545454547,0.16107382550335572,0.42385786802030456,0.5070422535211268,0.19090909090909092,0.24725274725274723,0.07289293849658314,1
0.3304157549234136,0.22359982898674646,0.2755802549852893,0.16158536585365854,0.29501246882793014,0.6756473973319382,0.5781710914454278,0.7583877995642702,0.4887229056824839,0.4041654939487757,0.6698447289566876,0.9280453257790369,0.9702706492778012,0.7820461384152457,0.7464,0.9455346415698839,1.0,0.8874,0.8024,0.7818,0.5212,0.4052,0.3957,0.3914,0.325,0.32,0.3271,0.2767,0.4423,0.2028,0.39225432328880605,0.3166774124220933,0.1984,0.24266611381776718,0.1306,0.4182,0.4038117300200063,0.1057,0.18666937201988434,0.21189631063784017,0.18610339077265148,0.07070094591317001,0.1811716022242338,0.2097397577943829,0.08828547057150982,0.027838727372462974,0.09597971749366171,0.22222222222222224,0.20646138313982837,0.07393939393939394,0.12450199203187251,0.11847672778561352,0.2282051282051282,0.13636363636363635,0.21029082774049218,0.4847715736040609,0.3943661971830986,0.11136363636363637,0.14285714285714285,0.10022779043280182,1
0.19110138584974473,0.24882428388200087,0.35926773455377575,0.2539868667917448,0.24289276807980048,0.59639026942192,0.6519174041297935,0.8215686274509804,0.819859402460457,0.8716577540106951,0.8625715064015255,1.0,0.7774505679427851,0.5336008024072217,0.6479,0.6939327192631157,0.6759,0.7551,0.8929,0.8619,0.7974,0.6737,0.4293,0.3648,0.5331,0.2413,0.507,0.8533,0.6036,0.8514,0.8814331572952262,0.5421233612722974,0.1862,0.2808126878822432,0.4232,0.3043,0.6439928398441613,0.6756,0.5452977579385209,0.5075830913197805,0.5166203446359089,0.31372786805723984,0.2753135911030648,0.2862664261788199,0.30011373329542224,0.02413603949533736,0.24411445128576603,0.22282120395327942,0.06562342251388188,0.12848484848484848,0.03286852589641434,0.3272214386459802,0.4256410256410256,0.2698863636363636,0.40268456375838924,0.6192893401015229,0.8901408450704227,0.3727272727272728,0.26098901098901095,0.1776765375854214,1
0.07293946024799416,0.07310816588285593,0.2036613272311213,0.04807692307692308,0.05112219451371571,0.09625948208213446,0.2944489139179404,0.27799564270152505,0.08758055067369655,0.1778778497044751,0.11999455189321712,0.2821529745042493,0.025802832702285797,0.2267803410230692,0.1729,0.2133560272326792,0.0693,0.2281,0.406,0.3973,0.2741,0.369,0.5556,0.4846,0.314,0.5334,0.5256,0.252,0.209,0.3559,0.6482344413378897,0.7887384483129164,0.612,0.3624961127811755,0.3953,0.3012,0.569442981994314,0.8814,1.0,0.9860169947294826,0.6804891606448027,0.6070822216832404,0.41510409931462566,0.4125225457356351,0.6106056297981234,0.5010970927043336,0.4808040565012677,0.4719976040730758,0.3437657748611812,0.3563636363636363,0.24003984063745018,0.1706629055007052,0.0923076923076923,0.4261363636363636,0.19015659955257275,0.18527918781725888,0.14084507042253522,0.1,0.10989010989010989,0.26651480637813213,1
0.5557986870897156,0.284737067122702,0.15724092840797646,0.0924015009380863,0.14713216957605985,0.16976196704159038,0.32421560740144806,0.5374727668845316,0.5219683655536028,0.6274978891077962,0.5655134840642877,0.5597733711048158,0.5968307390267845,0.41474423269809424,0.4528,0.5332398878654385,0.7306,0.6193,0.2032,0.4636,0.4148,0.4292,0.573,0.5399,0.3161,0.2285,0.6995,1.0,0.7262,0.4724,0.5284249767008388,0.5866107887384484,0.2881,0.10168964444905153,0.1951,0.4181,0.4847846688427924,0.3217,0.2869027087349092,0.26137463697967084,0.22001111728738187,0.29638612660683966,0.23884650200439675,0.10834836382375676,0.09837930054023315,0.07240811848601207,0.0646504889532778,0.02545672356993112,0.11610297829379101,0.055757575757575756,0.1553784860557769,0.04372355430183356,0.13846153846153847,0.29829545454545453,0.24608501118568232,0.03807106598984772,0.2028169014084507,0.10909090909090909,0.2939560439560439,0.214123006833713,1
0.20860685630926332,0.1936725096194955,0.09055246812683883,0.04080675422138837,0.09576059850374063,0.2589589327753074,0.32207026012335743,0.39934640522875814,0.30828939660222615,0.42766676048409796,0.406973576682103,0.6019830028328612,0.8894965642967326,0.8222668004012036,1.0,1.0,0.9508,0.9025,0.7234,0.5122,0.2074,0.3985,0.589,0.2872,0.2043,0.5782,0.5389,0.375,0.3411,0.5067,0.5778191985088538,0.5134321942832581,0.3299,0.22784285270032134,0.1407,0.2856,0.400863430557018,0.4158,0.4112813229177234,0.3545229643971174,0.3009449694274597,0.3213679359689547,0.09349540928488298,0.15949497552177272,0.16946261017912995,0.1493417443773999,0.11282144150670047,0.14794848757112908,0.1332660272589601,0.09818181818181818,0.10358565737051792,0.06346967559943581,0.035897435897435895,0.10795454545454544,0.029082774049217004,0.22588832487309646,0.16056338028169015,0.06136363636363637,0.1401098901098901,0.14123006833712984,1
0.2312180889861415,0.40872167592988456,0.43184047074207255,0.33020637898686683,0.4174563591022443,0.44729270206644,0.1960311075355323,0.3052287581699346,0.30506736965436443,0.4943709541232761,0.24325796785617002,0.09320113314447592,0.0719394194362642,0.3763289869608826,0.5419,0.5446535843011614,0.515,0.4262,0.2024,0.4233,0.7723,0.9735,0.939,0.5559,0.5268,0.6826,0.5713,0.5429,0.2177,0.2149,0.6017396707051879,0.6794541156243283,0.2965,0.19415362288794444,0.2969,0.5163,0.6478888069916815,0.4283,0.5558486354874709,0.6596751640314079,0.5577543079488605,0.28826097501819065,0.2530712530712531,0.22532852357639785,0.1853852715382428,0.08187054306088866,0.20354943860919955,0.31356693620844567,0.25593134780413934,0.19272727272727272,0.1942231075697211,0.2834978843441467,0.6358974358974359,0.3721590909090909,0.15659955257270694,0.350253807106599,0.25915492957746483,0.325,0.0989010989010989,0.23462414578587698,1
0.3785557986870897,0.23428815733219324,0.2752533507682249,0.07481238273921201,0.28877805486284286,0.24117185456447818,0.27540895682488603,0.13355119825708062,0.2145577035735208,0.3993808049535604,0.3816398801416508,0.43711048158640226,0.3725985135324639,0.38124373119358074,0.5626,0.4381257509010813,0.2617,0.1199,0.6676,0.9402,0.7832,0.5352,0.6809,0.9174,0.7613,0.822,0.8872,0.6091,0.2967,0.1103,0.136481308895102,0.0670535138620245,0.099,0.4152586296257904,0.3666,0.105,0.20164262398652208,0.393,0.4350207974028609,0.27385178014413253,0.12795997776542523,0.26631093863691485,0.24298461140566405,0.1851326977583097,0.305089564970145,0.3236423477783873,0.20373053241579137,0.07607067984426476,0.14386673397274105,0.21575757575757576,0.05179282868525896,0.11424541607898447,0.3076923076923077,0.12784090909090906,0.2706935123042506,0.24619289340101524,0.2394366197183099,0.10681818181818183,0.13186813186813184,0.12072892938496582,1
0.162654996353027,0.16032492518170158,0.15822164105916967,0.11139774859287055,0.16134663341645883,0.15459063562647138,0.20193081255028159,0.021350762527233114,0.10017574692442884,0.2092597804672108,0.1574502860256061,0.23427762039660058,0.5375122703688122,0.3608826479438315,0.1713,0.11373648378053665,0.0349,0.3796,0.7401,0.9925,0.9802,0.889,0.6712,0.4286,0.3374,0.7366,0.9611,0.7353,0.4856,0.1594,0.3113803458631045,0.4401461422738019,0.317,0.3425935523997098,0.3408,0.2186,0.259345056333579,0.2726,0.17043725271380744,0.30031192857911154,0.2843802112284603,0.21101139946640793,0.27427906375274796,0.14158721978871425,0.14003411998862667,0.17430060340098738,0.26421586381745743,0.34860736747529203,0.392226148409894,0.5321212121212121,0.060756972111553786,0.20451339915373765,0.3282051282051282,0.4119318181818182,0.1297539149888143,0.12436548223350254,0.18309859154929578,0.21136363636363636,0.16208791208791207,0.05011389521640091,1
0.11962071480671044,0.07396323215049166,0.11343576332134685,0.016416510318949345,0.04663341645885287,0.1755166099921528,0.2831858407079646,0.15185185185185185,0.1408904510837727,0.035322262876442446,0.10909833832743122,0.14957507082152977,0.1775347076146403,0.08926780341023069,0.0198,0.11343612334801761,0.2826,0.3234,0.3238,0.4333,0.6068,0.7652,0.9203,0.9719,0.9207,0.7545,0.8289,0.8907,0.7309,0.6896,0.6036036036036035,0.5303030303030303,0.3101,0.03171970560796102,0.0244,0.1108,0.1678424765715489,0.1371,0.0706097189814345,0.04861783370979886,0.0689271817676487,0.17232597623089985,0.206517522306996,0.17830456068023703,0.0528859823713392,0.09434997257268239,0.15700833031510322,0.15363881401617252,0.04644119131751641,0.24000000000000002,0.11752988047808764,0.12693935119887162,0.5717948717948718,0.5085227272727272,0.18791946308724833,0.17258883248730963,0.09014084507042255,0.07954545454545456,0.15384615384615383,0.09111617312072892,1
