attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_41,attribute_42,attribute_43,attribute_44,attribute_45,attribute_46,attribute_47,attribute_48,attribute_49,attribute_50,attribute_51,attribute_52,attribute_53,attribute_54,attribute_55,attribute_56,attribute_57,attribute_58,attribute_59,attribute_60,class
0.005258467062890609,0.004472687405709747,0.0033687217523035973,0.001136770909745429,0.0040985198813731005,0.0035043810476301698,0.0039521370927881735,0.0041746181863735994,0.010008628490688457,0.0068526068864765595,0.00433602970536797,0.004348841362195456,0.005005927739974265,0.00030427670367758,0.0005457922207620519,0.0020286718334757412,0.0026374287338479722,0.0009589678137607724,0.004472585654118406,0.006745636843531221,0.008664514087257826,0.007575695184406447,0.0037234103296149047,0.0034040951116711604,0.0020551331624222248,0.0012500200557423687,0.008526056939683972,0.012630296986596607,0.0028849886064541558,0.0017909830398052228,0.0009503565772924816,0.0007646835076676401,0.0049856091450180716,0.014671808436990702,0.014108023069896294,0.01594510029684191,0.010661347361311026,0.003852699257663703,0.005089856376514057,0.003102361873399259,6.84141280832205e-05,0.0025444150973183825,0.004692029697438174,0.013464721514431871,0.016557445164207926,0.006641942094358859,0.005014980737401205,0.011836575490212753,0.004415714899634183,0.004970198907162961,0.006673121026577571,0.0007694597466187722,0.0025021560515353656,0.013009418304644525,0.003944804488554269,0.0075789977993792265,0.0007669505667030071,0.0048848047837811515,0.0047192172292319385,0.0014961253610398329,1
0.012449776073222089,0.006335285996580658,0.00675375692713651,0.0048141103627474206,0.005156649591445751,0.009835259478699605,0.005571306140763144,0.009251126718315624,0.010760760097767219,0.009462633833728144,0.015205667807688132,0.020406598843704684,0.016414276206780272,0.006154241716317506,0.006449719518162689,0.00892000566476638,0.009252571686792721,0.003106047046171038,0.007346982978951048,0.011666807793617631,0.007725899489681612,0.005984674287269149,0.0033565085414908333,0.0023554979354907767,0.0009559497479355427,0.0005185285233048522,0.003591680335454973,0.004022707467639735,0.0018572087027256404,0.0007812086933798985,0.0038083379933684155,0.0008839046181812767,0.0016178537858618073,0.004258524902842973,0.0018377422401608954,0.007761576055256378,0.005857772308280651,0.0004544485998714273,0.00163538911135152,0.002188304739782576,0.0005993077620090115,0.00048268781723786444,0.0023269145508357106,0.005150509075539259,0.0038932879390280676,0.0009728097006889236,0.0025289626934563644,0.006539641856841297,0.004715476224413527,0.0009357473251140144,0.003595431587595675,0.0030778389864750877,0.0035030184721495114,0.0033178382253455825,0.005259739318072359,0.008694923855729541,0.000593628404736226,0.0027740866673325055,0.0027042705470879647,0.002186644758442832,1
0.007020764132616109,0.007058268344352919,0.008841875010888862,0.007820068338852782,0.004190932956488615,0.008634097196536775,0.006292977920654742,0.010034205162072637,0.018219398534631625,0.020856207445777757,0.019853760257003035,0.022047914900164778,0.013063180470429437,0.004128184202851469,0.005595021048447872,0.006505011672570958,0.0061453719316486724,0.00262254307604699,0.008229986909356187,0.012971626704911643,0.012266098296171105,0.010176912863141223,0.0036887969533767858,0.0021850047515885873,0.0016168571982524411,0.0003394666769507852,0.005907606114481315,0.013364202134740303,0.0025572969564055794,0.004362070591091575,0.009250137352313484,0.0016131346177661442,0.0014868795576765783,0.004994615632878769,0.006802870397788579,0.005606423659611081,0.009692898208162446,0.0042970340162917006,0.0055707876876807385,0.005434742802201518,0.001955275780618442,0.002318183805368188,0.0035360464516268576,0.007029748873371152,0.01323467123878945,0.0008434212183312837,0.00643215417128147,0.00655726892384087,0.0014988066238967198,0.0016260527288866479,0.0009491939391252578,0.009071525433821313,0.0067141187382865645,0.007421480240904595,0.010399939106188525,0.011159260563503156,0.0013562459173900637,0.00970930333566377,0.004984341792671935,0.004143116384417997,1
0.002416052434301091,0.002021899786142763,0.004959280448911833,0.0011215122398159601,0.000637650218297055,0.0010544856998525173,0.002794837983943828,0.0032970302752666015,0.0017252843443078655,0.003947622886053314,0.0019446436254377563,0.005673525580991991,0.0,0.0016260808787930893,0.0014733786818028048,0.0018922097774105799,0.0003297984312772455,0.0006965673220381218,0.0034793281942814653,0.0054033512219253945,0.003664048928191557,0.005419463723222336,0.004937845358769513,0.002952865030967621,0.0009210147073133134,0.0010040659821607342,0.006147051470178313,0.0036225428504399705,0.0008446198026417611,0.0016264599368884668,0.006655951883146614,0.002410838549628523,0.006058094833190563,0.006570809913498903,0.006329435416251284,0.0055477671852783295,0.008502512790750648,0.005684653034890213,0.01056045004103507,0.010687618939574912,0.0026275586125828884,0.004533785000621308,0.005331474452664263,0.010130178169457438,0.026927007565419558,0.017510574612400628,0.012668671605899334,0.013890128795662916,0.007851440852874356,0.004509995304647872,0.0069319921008844584,0.0045762605983116445,0.0012927806266266057,0.012223614514431097,0.004721811433269503,0.0032082874120071578,0.00020365354031096804,0.002472555507839842,0.0020679715948319732,0.006387304425977747,1
0.0212328372755637,0.008087599144571052,0.003801027449330451,0.0025634565481507656,0.002416601914270723,0.002168434879020026,0.003086130956918255,0.006513052435661787,0.011509592882007919,0.014905620384698264,0.012689456630179143,0.012006162334263232,0.009924117700669527,0.003158915670975307,0.0039021106784848138,0.004962606038876706,0.006669789786034293,0.0021262479956022,0.0015006188342133746,0.006483369871348529,0.0059768873498898594,0.006359399523101291,0.005109923286353311,0.003307311386974804,0.0009276841241593755,0.00031034353040272866,0.008385736811883043,0.015740888342967243,0.0030894161126434,0.0022696458929220937,0.005323148780204311,0.001757034150572691,0.002580836430797469,0.0015381895961889365,0.002932242466295501,0.007759683910923066,0.007150719181147421,0.0019108417389252597,0.002735296832260507,0.002731542829528925,0.00073841648911156,0.002187207794239128,0.0030676739296171002,0.00266067452858017,0.004338414257338844,0.002530263654993851,0.0017034710972904186,0.0007491503474818198,0.002651734796124966,0.0007056455238564699,0.0044870986213194014,0.0009314512722227241,0.0020434274420872154,0.00829459556336396,0.006216055557721878,0.0005114661091605614,0.00029898072939269773,0.002713780435433973,0.005620640744927927,0.005063808914288663,1
0.007702943643477594,0.005477510329732212,0.0021370583513402965,0.0008850028559091929,0.0014647472405809163,0.0035202379754475013,0.0030651368687759544,0.004801080941379212,0.006696610361271447,0.010035399274189397,0.008865866799081934,0.012968981595729984,0.015010471738316211,0.006482238915711887,0.00865024268485993,0.009442789879551224,0.00878088323275666,0.0031612315506976676,0.006576183967879159,0.007275057750111189,0.0025676287240175913,0.0058800634922660105,0.005268155863441859,0.001687626139904004,0.000572617074926174,0.0011059969950789324,0.0063182677729078885,0.00561526543811491,0.0014179716830578794,0.0024590130885611787,0.0058726276739843285,0.0015203298466082988,0.0030295841962189912,0.003972489646334496,0.0020091290972765467,0.005252592669281256,0.005810694918891484,0.0025453167129297306,0.004100162081080768,0.0037542475810948776,0.00107045305740879,0.0023758865235579143,0.0012008274234505487,0.003916664763831451,0.007473106639809107,0.005218668788424817,0.0029727240717421035,0.004353885548894341,0.00304373037468257,0.0012425497267907403,0.002991399080879601,0.0014984216118365565,0.0003753234077303048,0.002444722902886219,0.0004183883548466648,0.003952238116240701,0.00023398491865515476,0.0014473495655647859,0.0026512456343999657,0.003222423854547331,1
0.008584092178340344,0.01164124119294318,0.010652664911642852,0.010299602202391471,0.007425390585531647,0.006374484982567096,0.0018317341904157671,0.0036345640872308313,0.006624036258834022,0.011661092799809963,0.004917451870405948,0.001363455464224727,0.0008018258161886725,0.0028456415378879055,0.004675244015049183,0.005072160083886766,0.004602797292331557,0.00142054416619212,0.0014928132746075834,0.005826887947189369,0.011853502387254062,0.014857855600744383,0.008729493487253855,0.00340986367804379,0.0015968489477142555,0.0013435326591115194,0.006735366134444593,0.00833541277527444,0.0008823802974155709,0.0008480116982554942,0.0061387275156262215,0.002057346219038528,0.002671015407580741,0.003322409517906142,0.004659686234055235,0.009617769646237975,0.009755107615569558,0.0026295987232916413,0.005686567447776422,0.007104609451987034,0.0021240306298903862,0.0021258414114024354,0.003250372431110268,0.005533317182505016,0.008175277733482445,0.0028609231099078203,0.0053633095612168925,0.009227769574276064,0.0058453458331972075,0.0024390790933299716,0.005608873276649252,0.007816091110390687,0.01013373200871823,0.010564695401758304,0.0038252649585980777,0.006230587147955929,0.0003856418103760884,0.00844287246579458,0.0018558719440799761,0.0055816984623409125,1
0.014325769728091175,0.006641634449026528,0.0067456002158718525,0.001991256425795684,0.005041133247551356,0.0032506702025528727,0.0026085154516809067,0.0015067509366083237,0.004585363744910005,0.009346022905730044,0.00825488079514372,0.009208170789195428,0.006027098004360447,0.0028857209961680175,0.004854860850816663,0.004049655663792881,0.0021743687271418397,0.0003011392829797547,0.006031746185375216,0.01424712384291815,0.012032677503078596,0.00801443598135991,0.006177004228094208,0.005726904504383696,0.002341600495524504,0.0016607019269864486,0.010802075159427481,0.009407918753356398,0.001225262951108783,0.0002705245651986927,0.0009630279983230479,7.6468350766764e-05,0.0005507358939264149,0.007588935406945156,0.005842425238110769,0.0018353800033151363,0.0026296084644520496,0.0023915863260296033,0.004360666541296054,0.0028685333043345263,0.0003607705020921827,0.0019600605861271915,0.003120822584596931,0.004546241733138769,0.013454099705562368,0.011309511791260394,0.005368081188940394,0.0022386375089456733,0.003285845290850502,0.0027305413749228614,0.0014956995404398004,0.002956345342272124,0.004795799098776117,0.0030559036286077735,0.006873522972480922,0.004324213468357474,0.0003553104320319017,0.00265347420353544,0.002492170896335967,0.0027045343064950817,1
0.005912222427466198,0.004521703158101086,0.003825497583124424,0.003181432680294254,0.0026799791783499415,0.001938509425668725,0.0018894679328070954,0.0001161116313156952,0.0020089831083814342,0.00471245338439379,0.002847983147389417,0.004581468834764603,0.008893198794141233,0.0027196775261504134,0.0014594952548835794,0.0009360143845596269,0.0,0.0012502396687788118,0.006739125024650051,0.015099084255660682,0.015270980055136637,0.013538510499585385,0.006081075728234277,0.0025939320122261686,0.0009953310664551462,0.0014663959336111334,0.01175341987910534,0.011452484530304183,0.0020451431192435652,0.0005416012213467706,0.0029086671001982,0.0012832779592313304,0.002891095053301823,0.006186762576088921,0.005404625147656927,0.00398485596596049,0.0035509802282114628,0.001579782002223671,0.0014572664035120081,0.003159047587111922,0.001002495023512791,0.0015424028163729866,0.0035227592878819005,0.0034769099963253354,0.0061753439934664174,0.006090843002835576,0.006961804848590255,0.010258952993751038,0.008958251898213473,0.006734312716804136,0.001754570614746689,0.005548209751935358,0.005129419905647499,0.011787056853201418,0.0031080277788609386,0.0020923613556568417,0.000268649351048511,0.005427560870867946,0.00307544493590396,0.0009206925298706662,1
0.004235197796598382,0.0020464076623384325,0.00270802813986633,9.15520195768131e-05,0.0005544784506930914,0.002255647982015347,0.0026846190211967476,0.0017335736582482866,0.002926055857363435,0.0004733031783452279,0.0016818539463245461,0.002649368437593071,0.002637007699441166,0.0005046739950781366,0.00014490826846941604,0.0009331313833751514,0.0023747404484701657,0.0010448509830571831,0.002677306944786411,0.005989786687675513,0.009132999481844902,0.01160555282475126,0.008544559162781615,0.0060762232458374315,0.0028478409932684422,0.0015071228338619312,0.010051555576785816,0.013970119409366667,0.003109815460394768,0.003468787434986503,0.006159462568221694,0.0015749004423827623,0.002817019465229849,0.00018802317560697013,3.563489108345229e-05,0.0019451243746473816,0.0020898998218119545,0.0006661650099005493,0.00036181175029900876,0.00039561904361962364,0.00011858448867758222,0.001250225560777391,0.002652450062587173,0.004378565454881041,0.002332211132557875,0.0032970102171131998,0.004137001236276731,0.004521342685390277,0.0010606939184499868,0.0030373437765995872,0.003394087418690317,0.0033208262748810158,0.009091166987245162,0.014755648949563252,0.004662041668291408,0.0029758028169341744,0.00012565856742591646,0.0019297994207530477,0.002916370197839962,0.0019564716259751654,1
