COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,RADIUS RATIO,PR.AXIS ASPECT RATIO,MAX.LENGTH ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,PR.AXIS RECTANGULARITY,MAX.LENGTH RECTANGULARITY,SCALED VARIANCE ALONG MAJOR AXIS,SCALED VARIANCE ALONG MINOR AXIS,SCALED RADIUS OF GYRATION,SKEWNESS ABOUT MAJOR AXIS,SKEWNESS ABOUT MINOR AXIS,KURTOSIS ABOUT MINOR AXIS,KURTOSIS ABOUT MAJOR AXIS,HOLLOWS RATIO,class
0.028707472967076448,0.03144125243449032,0.03845470926773753,0.009192966091805524,0.01392630010104194,0.010721788407821417,0.02588906588616543,0.03176612361432245,0.019949845147881486,0.0251630450419433,0.012537592191924567,0.019995215519255243,0.019628092073441693,0.006539470857804223,0.012149613132609302,0.020700483710269932,0.010103503982774974,0.026773596394421655,3
0.023487932427608004,0.016768667965061507,0.039349004832103525,0.004596483045902762,0.005570520040416774,0.00938156485684374,0.01915790875576242,0.03772227179200791,0.013299896765254324,0.015343320147526401,0.010902254079934405,0.01497077674775008,0.012823686821315239,0.007728465559223172,0.018224419698913957,0.018112923246486192,0.011940504706915883,0.03012029594372436,3
0.04045143918088045,0.0356334194257557,0.05902350724815528,0.013044073508642975,0.010583988076791874,0.010721788407821417,0.04918922518371431,0.011912296355370921,0.03989969029576297,0.02454931223604224,0.025347740735847498,0.04624534461120059,0.029049576268693707,0.008322962909932646,0.028349097309421707,0.011644022087026834,0.011022004344845432,0.0251002466197703,2
0.026097702697342223,0.016768667965061507,0.03756041370337155,0.0068326099330987,0.00891283206466684,0.00938156485684374,0.016569002167145876,0.03970765451790306,0.013299896765254324,0.015343320147526401,0.008176690559950803,0.01281744584567644,0.004710742097626007,0.0023779894028378994,0.012149613132609302,0.012937802318918706,0.02112550832762041,0.04350709414093519,3
0.015658621618405335,0.023056918451959573,0.026828866930979675,0.012547156422599431,0.031194912226333943,0.06701117754888386,0.01915790875576242,0.03772227179200791,0.013299896765254324,0.015957052953427454,0.03025375507181798,0.014458078913923023,0.02067492365069192,0.04042581984824429,0.018224419698913957,0.014231582550810579,0.00367400144828181,0.0033466995493027073,0
0.044366094585481776,0.05030600389518453,0.05902350724815528,0.008447590462740214,0.0016711560121250326,0.005360894203910708,0.07404272843443313,0.0,0.07314943220889877,0.031300373100953856,0.04088345279975402,0.0792630851096631,0.04056472361844617,0.015456931118446347,0.010124677610507754,0.011644022087026834,0.004592501810352262,0.0033466995493027073,0
0.03131724323681067,0.020960834956326883,0.02951175362407764,0.008571819734251097,0.010026936072750195,0.005360894203910708,0.02122903402665565,0.03176612361432245,0.013299896765254324,0.015343320147526401,0.012537592191924567,0.018149503317477837,0.016487597341691026,0.004161481454966323,0.02632416178732016,0.0012937802318918707,0.022044008689690864,0.038487044816981134,0
0.022183047292740888,0.020960834956326883,0.023251684673515717,0.00658415139007693,0.010026936072750195,0.00938156485684374,0.012944532943082714,0.04367841996969337,0.006649948382627162,0.01718451856522957,0.008721803263947524,0.009946337976244918,0.014393934187190574,0.004755978805675799,0.006074806566304651,0.003881340695675612,0.015614506155197693,0.03514034526767842,3
0.016963506753272444,0.0020960834956326884,0.019674502416051762,0.004472253774391877,0.007798728056583486,0.0067011177548883865,0.005177813177233086,0.05559071632506429,0.0,0.005523595253109504,0.0029981198719819615,0.003999043103851049,0.0007851236829376678,0.002972486753547374,0.004049871044203102,0.018112923246486192,0.022044008689690864,0.045180443915586545,3
0.026097702697342223,0.023056918451959573,0.051869142733227375,0.011553322250512347,0.008355780060625165,0.012062011958799091,0.036762473558354915,0.01985382725895153,0.03324974191313581,0.01718451856522957,0.01962405734388193,0.0329152009316971,0.011253439455439905,0.002972486753547374,0.008099742088406204,0.018112923246486192,0.017451506879338597,0.038487044816981134,2
0.016963506753272444,0.006288250486898067,0.026828866930979675,0.0048449415889245335,0.007798728056583486,0.00938156485684374,0.010873407672189481,0.04764918542148368,0.006649948382627162,0.007364793670812674,0.0062687960959622825,0.008408244474763744,0.004710742097626007,0.004161481454966323,0.004049871044203102,0.012937802318918706,0.016533006517268144,0.03514034526767842,3
0.022183047292740888,0.0020960834956326884,0.023251684673515717,0.003975336688348334,0.00445641603233342,0.005360894203910708,0.005695594494956394,0.05559071632506429,0.0,0.0,0.0049060143359704825,0.004101582670616461,0.0023553710488130033,0.003566984104256849,0.010124677610507754,0.03363828602918864,0.01837000724140905,0.03514034526767842,2
0.01957327702300667,0.02724908544322495,0.03040604918844363,0.008323361191229327,0.01169809208487523,0.005360894203910708,0.020711252708932343,0.033751506340217605,0.013299896765254324,0.01841198417703168,0.013627817599918006,0.0169190285162929,0.02172175522794214,0.007133968208513698,0.010124677610507754,0.014231582550810579,0.011940504706915883,0.023426896845118946,0
0.020878162157873775,0.018864751460694194,0.04024330039646951,0.004969170860435418,0.006127572044458453,0.010721788407821417,0.020711252708932343,0.035736889066112755,0.013299896765254324,0.015957052953427454,0.011719923135929488,0.01650887024923125,0.013608810504252907,0.007728465559223172,0.01619948417681241,0.01681914301459432,0.010103503982774974,0.026773596394421655,3
0.027402587832209335,0.033537335930123015,0.03487752701027357,0.012298697879577662,0.013369248097000257,0.004020670652933032,0.03210244169884512,0.021839209984846685,0.026599793530508647,0.022094381012438016,0.01798871923189177,0.028813618261080635,0.025385665748317923,0.007133968208513698,0.012149613132609302,0.0025875604637837415,0.019288507603479502,0.03012029594372436,0
0.030012358101943557,0.046113836903919146,0.056340620555057314,0.012050239336555892,0.010026936072750195,0.00938156485684374,0.04763588123054439,0.011912296355370921,0.03989969029576297,0.029459174683250693,0.026437966143840936,0.04511740937678107,0.035853981520820165,0.008917460260642125,0.012149613132609302,0.0025875604637837415,0.009185003620704525,0.021753547070467595,1
0.020878162157873775,0.006288250486898067,0.009837251208025881,0.0006211463575544272,0.0027852600202083874,0.005360894203910708,0.003106687906339851,0.06154686450274975,0.0,0.006751060864911617,0.0019078944639885204,0.002255870468839053,0.004187326309000895,0.012484444364898973,0.004049871044203102,0.018112923246486192,0.004592501810352262,0.006693399098605414,3
0.03392701350654489,0.016768667965061507,0.0330889358815416,0.011553322250512347,0.012255144088916906,0.005360894203910708,0.033655785652015054,0.01985382725895153,0.026599793530508647,0.012888388923922177,0.01962405734388193,0.030864409596388864,0.010991731561127349,0.007728465559223172,0.008099742088406204,0.012937802318918706,0.020207007965549955,0.03012029594372436,0
0.04045143918088045,0.04401775340828646,0.05365773386195935,0.010186800263892607,0.007798728056583486,0.010721788407821417,0.053849257043224096,0.009926913629475766,0.04654963867839013,0.03375530432455808,0.025892853439844214,0.05147486251623658,0.029049576268693707,0.008917460260642125,0.010124677610507754,0.014231582550810579,0.008266503258634072,0.023426896845118946,2
0.036536783776279114,0.04820992039955183,0.05365773386195935,0.013789449137708288,0.012255144088916906,0.010721788407821417,0.04970700650143762,0.011912296355370921,0.04654963867839013,0.031300373100953856,0.026437966143840936,0.047885977679447175,0.029834699951631374,0.008917460260642125,0.012149613132609302,0.006468901159459353,0.009185003620704525,0.02008019729581624,1
0.014353736483538224,0.029345168938857635,0.03130034475280962,0.006087234304033388,0.009469884068708516,0.005360894203910708,0.021746815344378962,0.033751506340217605,0.013299896765254324,0.01657078575932851,0.012265035839926207,0.01743172635011996,0.019628092073441693,0.009511957611351598,0.0,0.003881340695675612,0.008266503258634072,0.01840684752116488,0
