attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,class
0.10298934408064718,0.0,0.07047941714446786,0.017568970570786827,0.0665891271738863,0.016532764761758675,0.05095204049417837,0.010054229845419966,0.03436686951340654,0.011704935063630338,0.019612643728078156,0.01081033969869625,0.01650940765129534,0.008565841287836953,0.016691139888356785,0.008066496550382723,0.008086753839098315,0.007348531546584416,0.011465234880284688,0.006280206226569175,0.019072519535949576,0.007534340646880869,0.017886328794780117,0.004190122916388966,0.02019577235330461,0.003418190853761905,0.011113859612949271,0.006274429520080845,0.020717417939060002,0.004471114322501577,0.027016293970449603,0.004105784090826689,0.01630703747027979,0.00420712645803368,1
0.10298934408064718,0.0,0.07064224752501301,0.01515328612172156,0.06939011009328905,0.01031726226662875,0.02476285059448362,0.0010334751444844275,0.03436686951340654,0.010767615234758861,0.015973818227031863,0.004239882396022189,0.013892477164276145,0.0047131964423293956,0.005023374344109471,0.000324477458078267,0.004627700987605682,0.004515320980078547,0.009646082153564928,0.0,0.010552453951224651,0.005860256994346096,0.010702593188260057,0.005115256336923299,0.01026048422523338,0.005140411898310236,0.006265381439608454,0.009510833229474606,0.013831429719346705,0.0059972356836503855,0.015832599924734934,0.00845387556784986,0.011856589764594663,0.0075030677762442325,0
0.10298934408064718,0.0,0.07064224752501301,0.018040159716802343,0.0718938120996597,0.016238489111932052,0.05556444508029354,0.01419361818767323,0.032470677488004335,0.011415921535941237,0.018325095154706105,0.013846751120418936,0.01916405798303128,0.015687368622808763,0.016073030388703863,0.013096484735529998,0.008061268343749557,0.010325584793466168,0.01272059012407891,0.00847079491331431,0.02076336167788837,0.007767036774700243,0.01872731773282569,0.006999430674950379,0.020288115165845305,0.004184796928830955,0.01252446062961714,0.009074448474622795,0.024447598725772155,0.005605682476709419,0.030466560336852903,0.00683981609136905,0.021448164311239873,0.0047502841736942625,1
0.10298934408064718,0.0,0.07064224752501301,0.01023753628302089,0.0718938120996597,0.03232022513197403,0.04756761014433769,0.0,0.01718343475670327,0.011280777817685368,0.01058752218873488,0.013144069181951792,0.010334204031983563,0.015558698188787492,0.0,0.01495286140414115,0.006759314836956845,0.007254310405989074,0.0,0.00421715181268249,0.0036481413704880904,0.02142689943088152,0.013060862525944617,0.0079595063282658,0.025758106705912987,0.013349278192429224,0.011943787107118601,0.02331115143439161,0.03416855167822803,0.005420217045701691,0.023866826873372226,0.018042247669134925,0.009293998361994411,0.015382546464474149,0
0.10298934408064718,0.0,0.07064224752501301,0.018220122607752798,0.06978732340513967,0.017215529517671628,0.053371316432974346,0.012387013894027406,0.030440798340194978,0.009430843063363144,0.016177522153943122,0.010479109155311066,0.01616362518438517,0.015447920257683323,0.013973225602330379,0.009472260861718988,0.00670869476530027,0.009352763473816802,0.010515547731989169,0.007611953001755558,0.01287717964120129,0.00690213997917271,0.013362437841668679,0.003750598976942128,0.013302259046134645,0.0024390547774226852,0.008924773214470173,0.0054541101011046055,0.017499594584762877,0.00256442929348395,0.01790610195868054,0.0036469697326005877,0.013111495337741,0.0026383374568542846,1
0.10298934408064718,0.0,0.03614657842483628,0.01855783305353016,0.03237953509344473,0.014229140715477227,0.027570244182165454,0.014232032537882085,0.019710430672024052,0.012029483041445146,0.010988365778800383,0.012315729942105188,0.010334204031983563,0.015558698188787492,0.00992177516112343,0.011028316341766754,0.004371442357954289,0.010737862068558476,0.006407942471425515,0.008760317162374234,0.012373669305171227,0.011106526185500284,0.013259257027713717,0.0080301867444608,0.013331494497245853,0.006892874365964203,0.007622570890918297,0.012730569465592775,0.01574162260091804,0.006833322529725821,0.018989852861485516,0.009021123834567463,0.013739497918650704,0.008615072060161068,0
0.10298934408064718,0.0,0.06979030201986135,0.01668913125019605,0.06995303864202938,0.012798809152261717,0.05356579199075538,0.011564656270858866,0.03196050131007781,0.008196387546773834,0.019032765137801142,0.006844248263734118,0.018418135136002704,0.0076604806402314094,0.01815630373513709,0.0050354723111993025,0.006928238490292606,0.0038159561941113456,0.009989795709029687,0.002441304210803104,0.01656383760834033,0.0025110183443050062,0.017227016454470428,0.001611561246283976,0.01581444719316234,0.0012856805017549238,0.008953842340749097,0.002038560192937547,0.017871177584263605,0.0011942644158343238,0.018180505332529,0.0016853263547738934,0.011843669597686034,0.001463264732433104,1
0.0,0.0,0.035321123762506505,0.018668349683657413,0.03594690604982985,0.016160112565987015,0.05556444508029354,0.0,0.01718343475670327,0.011280777817685368,0.0,0.0,0.010334204031983563,0.015558698188787492,0.010397132037896037,0.013057442981016758,0.008772976023669766,0.02391399507495986,0.0,0.0,0.012150345946671408,0.01071344971544076,0.013060862525944617,0.0079595063282658,0.025758106705912987,0.01400065884520226,0.01575562399941773,0.02331115143439161,0.017084275839114014,0.006783666093918338,0.03797970572297103,0.018042247669134925,0.013744858413431942,0.007691273232237074,0
0.10298934408064718,0.0,0.06935479256386964,0.017324601873427752,0.0718938120996597,0.013843883631904096,0.05556444508029354,0.012700462079345033,0.03436686951340654,0.007200069249915863,0.02038839147884676,0.007417329680067216,0.02010106026261123,0.009231286809371395,0.019795307629591023,0.0070012703519913766,0.008698625051869165,0.007741318915690632,0.013372942944296865,0.00314714204192456,0.021305145603650443,0.004222277667352359,0.02215605536313667,0.00284751338893709,0.023839900499523645,0.0024193138484509507,0.012413619814781238,0.0035302407732242663,0.021429661398792665,0.002447614563346676,0.02755693508141609,0.00245564011900761,0.019090921093336294,0.0020443404251286146,1
0.10298934408064718,0.0,0.03466273801557338,0.017089193983916832,0.03594690604982985,0.016160112565987015,0.02778222254014677,0.016140483281031216,0.019154374723297136,0.00825640128476392,0.005752941931692871,0.008126715093817155,0.010334204031983563,0.015558698188787492,0.006897873279221746,0.018097877120548847,0.002757653418400236,0.013752699427658667,0.011864965846328035,0.01130998382724007,0.012150345946671408,0.01071344971544076,0.013060862525944617,0.0079595063282658,0.010972567085118345,0.006907505054457439,0.00950418628704876,0.011388196810243334,0.017084275839114014,0.006783666093918338,0.022141218943849038,0.011193951721361383,0.012616680434857449,0.010618956388088116,0
